,artists,album_name,track_name,popularity,explicit,danceability,energy,valence,duration_min,valence_category,cat_danceability,year,category,nominee,artist,winner
155,Aerosmith,Get A Grip,Crazy,75,False,0.37,0.866,0.427,5.2782166667,Neutro,Baja,1994,Best Rock Performance By A Duo Or Group With Vocal,Crazy,Aerosmith,True
156,Hanumankind,Kalari,Southside,27,True,0.855,0.54,0.792,3.5,Positivo,Alta,2007,Best Rap Performance By A Duo Or Group,Southside,Common Featuring Kanye West,True
157,Eminem,Recovery,Not Afraid,81,True,0.855,0.954,0.668,4.13555,Positivo,Alta,2010,Best Rap Solo Performance,Not Afraid,Eminem,True
158,DJ Smallz 732;Kyle Edwards,Ayo Smallz,How Deep Is Your Love,16,False,0.853,0.699,0.335,1.3727333333,Negativo,Alta,2018,Best Traditional R&B Performance,How Deep Is Your Love,PJ Morton Featuring Yebba,True
159,DJ Smallz 732;Kyle Edwards,Ayo Smallz,How Deep Is Your Love,16,False,0.853,0.699,0.335,1.3727333333,Negativo,Alta,1977,Best Pop Vocal Performance By A Group,How Deep Is Your Love,Bee Gees,True
160,Bee Gees,Greatest,How Deep Is Your Love,74,False,0.633,0.357,0.674,4.0866666667,Positivo,Alta,2018,Best Traditional R&B Performance,How Deep Is Your Love,PJ Morton Featuring Yebba,True
161,Bee Gees,Greatest,How Deep Is Your Love,74,False,0.633,0.357,0.674,4.0866666667,Positivo,Alta,1977,Best Pop Vocal Performance By A Group,How Deep Is Your Love,Bee Gees,True
162,Bruno Mars,24K Magic,That's What I Like,83,False,0.853,0.56,0.86,3.4448833333,Positivo,Alta,2017,Song Of The Year,That's What I Like,,True
163,Bruno Mars,24K Magic,That's What I Like,83,False,0.853,0.56,0.86,3.4448833333,Positivo,Alta,2017,Best R&B Performance,That's What I Like,Bruno Mars,True
164,Bruno Mars,24K Magic,That's What I Like,83,False,0.853,0.56,0.86,3.4448833333,Positivo,Alta,2017,Best R&B Song,That's What I Like,,True
165,Greyboy;Nino Moschella,15 Years of West Coast Cool,Love,53,False,0.851,0.414,0.581,3.6013333333,Neutro,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
166,Greyboy;Nino Moschella,15 Years of West Coast Cool,Love,53,False,0.851,0.414,0.581,3.6013333333,Neutro,Alta,2007,Best Surround Sound Album,Love,,True
167,DJ Icey,Trackotron 2,Love,16,False,0.824,0.896,0.319,4.25585,Negativo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
168,DJ Icey,Trackotron 2,Love,16,False,0.824,0.896,0.319,4.25585,Negativo,Alta,2007,Best Surround Sound Album,Love,,True
169,Matt White,Best Days,Love,60,False,0.759,0.684,0.759,2.834,Positivo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
170,Matt White,Best Days,Love,60,False,0.759,0.684,0.759,2.834,Positivo,Alta,2007,Best Surround Sound Album,Love,,True
171,Keyshia Cole,The Way It Is,Love,76,False,0.688,0.519,0.318,4.25555,Negativo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
172,Keyshia Cole,The Way It Is,Love,76,False,0.688,0.519,0.318,4.25555,Negativo,Alta,2007,Best Surround Sound Album,Love,,True
173,Horace Andy,Serious Times,Love,27,False,0.686,0.575,0.616,3.9924333333,Positivo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
174,Horace Andy,Serious Times,Love,27,False,0.686,0.575,0.616,3.9924333333,Positivo,Alta,2007,Best Surround Sound Album,Love,,True
175,Jon Sarta,Magic Kingdom Piano Classics,Love,20,False,0.682,0.02,0.296,2.8877833333,Negativo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
176,Jon Sarta,Magic Kingdom Piano Classics,Love,20,False,0.682,0.02,0.296,2.8877833333,Negativo,Alta,2007,Best Surround Sound Album,Love,,True
177,Finding Hope,Love,Love,56,False,0.66,0.177,0.0699,4.2682833333,Negativo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
178,Finding Hope,Love,Love,56,False,0.66,0.177,0.0699,4.2682833333,Negativo,Alta,2007,Best Surround Sound Album,Love,,True
179,Regain,Love,Love,20,False,0.643,0.927,0.387,3.25485,Negativo,Alta,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
180,Regain,Love,Love,20,False,0.643,0.927,0.387,3.25485,Negativo,Alta,2007,Best Surround Sound Album,Love,,True
181,Ben Lukas Boysen,Mirage,Love,40,False,0.537,0.376,0.234,6.30195,Negativo,Media,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
182,Ben Lukas Boysen,Mirage,Love,40,False,0.537,0.376,0.234,6.30195,Negativo,Media,2007,Best Surround Sound Album,Love,,True
183,Ron White,A Little Unprofessional,Love,29,True,0.516,0.423,0.239,3.1976333333,Negativo,Media,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
184,Ron White,A Little Unprofessional,Love,29,True,0.516,0.423,0.239,3.1976333333,Negativo,Media,2007,Best Surround Sound Album,Love,,True
185,Sevendust,Blood & Stone (Deluxe),Love,25,False,0.366,0.939,0.279,3.9682333333,Negativo,Baja,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
186,Sevendust,Blood & Stone (Deluxe),Love,25,False,0.366,0.939,0.279,3.9682333333,Negativo,Baja,2007,Best Surround Sound Album,Love,,True
187,Screeching Weasel,Boogadaboogadaboogada! (2020 Remaster),Love,23,False,0.287,0.933,0.853,1.8342166667,Positivo,Baja,2007,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Love,(The Beatles),True
188,Screeching Weasel,Boogadaboogadaboogada! (2020 Remaster),Love,23,False,0.287,0.933,0.853,1.8342166667,Positivo,Baja,2007,Best Surround Sound Album,Love,,True
189,Little Apple Band,Favorite Songs from Phineas and Ferb - The Maximum Collection,Busted,8,False,0.851,0.749,0.91,1.6694333333,Positivo,Alta,1963,Best Rhythm & Blues Recording,Busted,Ray Charles,True
190,George Jones,Hits I Missed And One I Didn't,Busted,11,False,0.541,0.559,0.601,2.8053333333,Positivo,Media,1963,Best Rhythm & Blues Recording,Busted,Ray Charles,True
191,Kidz Bop Kids,Halloween Party Canzoni per Bambini 2022,24K Magic,0,False,0.849,0.745,0.674,2.9537666667,Positivo,Alta,2017,Record Of The Year,24K Magic,Bruno Mars,True
192,Kidz Bop Kids,Halloween Party Canzoni per Bambini 2022,24K Magic,0,False,0.849,0.745,0.674,2.9537666667,Positivo,Alta,2017,Album Of The Year,24K Magic,Bruno Mars,True
193,Kidz Bop Kids,Halloween Party Canzoni per Bambini 2022,24K Magic,0,False,0.849,0.745,0.674,2.9537666667,Positivo,Alta,2017,Best R&B Album,24K Magic,Bruno Mars,True
194,Kidz Bop Kids,Halloween Party Canzoni per Bambini 2022,24K Magic,0,False,0.849,0.745,0.674,2.9537666667,Positivo,Alta,2017,"Best Engineered Album, Non-Classical",24K Magic,,True
195,Ellen Allien,Berlinette,Wish,17,False,0.849,0.832,0.841,4.8297666667,Positivo,Alta,1992,Best Metal Performance,Wish,Nine Inch Nails,True
196,NJ,Wish Hope Fly,Wish,26,False,0.605,0.59,0.213,3.0588166667,Negativo,Alta,1992,Best Metal Performance,Wish,Nine Inch Nails,True
197,NJ;Mary Ann Alexander,Wish Hope Fly,Wish,41,False,0.598,0.59,0.213,3.0588166667,Negativo,Media,1992,Best Metal Performance,Wish,Nine Inch Nails,True
198,Choi Yuree,"Hometown Cha-Cha-Cha, Pt. 4 (Original Television Soundtrack)",Wish,57,False,0.582,0.137,0.265,3.9571,Negativo,Media,1992,Best Metal Performance,Wish,Nine Inch Nails,True
199,Nine Inch Nails,Broken,Wish,56,True,0.516,0.989,0.149,3.7788833333,Negativo,Media,1992,Best Metal Performance,Wish,Nine Inch Nails,True
200,Rae & Christian;Mark Foster,Mecury Rising,Happy,55,False,0.847,0.551,0.614,2.8009,Positivo,Alta,2014,Best Music Video,Happy,Pharrell Williams,True
201,Oh Wonder,Herbststimmung,Happy,0,False,0.697,0.515,0.514,2.8817666667,Neutro,Alta,2014,Best Music Video,Happy,Pharrell Williams,True
202,Speedometer,Happy,Happy,22,False,0.59,0.613,0.868,3.6666666667,Positivo,Media,2014,Best Music Video,Happy,Pharrell Williams,True
203,The Rolling Stones,Honk (Deluxe),Happy,34,False,0.552,0.894,0.968,3.0988833333,Positivo,Media,2014,Best Music Video,Happy,Pharrell Williams,True
204,All Ok,Happy,Happy,52,False,0.548,0.604,0.602,3.6993333333,Positivo,Media,2014,Best Music Video,Happy,Pharrell Williams,True
205,bdrmm,Bedroom,Happy,57,False,0.51,0.805,0.792,3.7765666667,Positivo,Media,2014,Best Music Video,Happy,Pharrell Williams,True
206,Charlie Puth,Voicenotes,How Long,73,False,0.845,0.561,0.811,3.34755,Positivo,Alta,2007,Best Country Performance By A Duo Or Group With Vocals,How Long,Eagles,True
207,Shannon & The Clams,Gone by the Dawn,How Long,25,False,0.362,0.462,0.0895,3.7601666667,Negativo,Baja,2007,Best Country Performance By A Duo Or Group With Vocals,How Long,Eagles,True
208,Matvey Emerson;NEVRMIND,Say My Name,Say My Name,61,False,0.843,0.712,0.97,3.5541,Positivo,Alta,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
209,Matvey Emerson;NEVRMIND,Say My Name,Say My Name,61,False,0.843,0.712,0.97,3.5541,Positivo,Alta,2000,Best R&B Song,Say My Name,,True
210,Damon Hess,Whore House From The Vaults #3,Say My Name,0,False,0.798,0.975,0.754,5.3548333333,Positivo,Alta,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
211,Damon Hess,Whore House From The Vaults #3,Say My Name,0,False,0.798,0.975,0.754,5.3548333333,Positivo,Alta,2000,Best R&B Song,Say My Name,,True
212,Dimitri Vegas & Like Mike;Regard;Dimitri Vegas,Say My Name,Say My Name,68,False,0.729,0.788,0.857,2.6589166667,Positivo,Alta,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
213,Dimitri Vegas & Like Mike;Regard;Dimitri Vegas,Say My Name,Say My Name,68,False,0.729,0.788,0.857,2.6589166667,Positivo,Alta,2000,Best R&B Song,Say My Name,,True
214,Tove Styrke,Sway,Say My Name,54,False,0.722,0.451,0.571,3.4293333333,Neutro,Alta,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
215,Tove Styrke,Sway,Say My Name,54,False,0.722,0.451,0.571,3.4293333333,Neutro,Alta,2000,Best R&B Song,Say My Name,,True
216,David Guetta;Bebe Rexha;J Balvin,7,Say My Name,73,False,0.703,0.66,0.79,3.3157666667,Positivo,Alta,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
217,David Guetta;Bebe Rexha;J Balvin,7,Say My Name,73,False,0.703,0.66,0.79,3.3157666667,Positivo,Alta,2000,Best R&B Song,Say My Name,,True
218,Alex Brightman;Sophia Anne Caruso;Kerry Butler;Rob McClure,Beetlejuice (Original Broadway Cast Recording),Say My Name,66,False,0.534,0.754,0.702,3.9214333333,Positivo,Media,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
219,Alex Brightman;Sophia Anne Caruso;Kerry Butler;Rob McClure,Beetlejuice (Original Broadway Cast Recording),Say My Name,66,False,0.534,0.754,0.702,3.9214333333,Positivo,Media,2000,Best R&B Song,Say My Name,,True
220,Roan Shenoyy,Say My Name,Say My Name,38,False,0.531,0.938,0.144,3.1496,Negativo,Media,2000,Best R&B Performance By A Duo Or Group With Vocal,Say My Name,Destiny's Child,True
221,Roan Shenoyy,Say My Name,Say My Name,38,False,0.531,0.938,0.144,3.1496,Negativo,Media,2000,Best R&B Song,Say My Name,,True
222,Jonas Brothers,Happiness Begins,Sucker,81,False,0.842,0.734,0.952,3.0171,Positivo,Alta,2019,Best Pop Duo/Group Performance,Sucker,Jonas Brothers,True
223,Connor Price,These Days,These Days,64,False,0.839,0.519,0.338,2.4801166667,Negativo,Alta,2007,Best Country Album,These Days,Vince Gill,True
224,Rudimental;Jess Glynne;Macklemore;Dan Caplen,Music for Rainy Days,These Days,0,False,0.654,0.798,0.576,3.5293333333,Neutro,Alta,2007,Best Country Album,These Days,Vince Gill,True
225,CASTLEBEAT,VHS,These Days,50,False,0.584,0.772,0.946,2.6082833333,Positivo,Media,2007,Best Country Album,These Days,Vince Gill,True
226,Foo Fighters,Wasting Light,These Days,64,False,0.531,0.664,0.215,4.9711,Negativo,Media,2007,Best Country Album,These Days,Vince Gill,True
227,Sarz;DJ Tunez;Flash,Best Afrobeat Tunes,Get Up,0,False,0.838,0.602,0.793,3.3898166667,Positivo,Alta,2008,Best Gospel Performance,Get Up,Mary Mary,True
228,Stanton Warriors;Ruby Goe;Hollywood Holt,Get Up,Get Up,13,False,0.756,0.906,0.931,4.3814,Positivo,Alta,2008,Best Gospel Performance,Get Up,Mary Mary,True
229,S.P.Y,Get Up,Get Up,17,False,0.457,0.901,0.31,5.2222166667,Negativo,Media,2008,Best Gospel Performance,Get Up,Mary Mary,True
230,Pink Guy,Pink Season,Help,51,True,0.837,0.554,0.676,2.7506666667,Positivo,Alta,2014,Best Gospel Album,Help,Erica Campbell,True
231,Badshah,ONE (Original Never Ends),Mercy,63,False,0.835,0.767,0.786,2.7067333333,Positivo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
232,Duffy,Rockferry,Mercy,70,False,0.793,0.859,0.964,3.6653333333,Positivo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
233,Sharyn,In Full Bloom,Mercy,18,False,0.765,0.434,0.267,4.0562833333,Negativo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
234,Maoli,Sense of Purpose,Mercy,54,False,0.717,0.524,0.266,3.2333333333,Negativo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
235,Jauz;Masked Wolf,Mercy,Mercy,59,False,0.69,0.982,0.877,3.1733333333,Positivo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
236,Brett Young,Sad Country Songs,Mercy,2,False,0.638,0.367,0.219,3.6186666667,Negativo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
237,Kanine,Mercy,Mercy,15,False,0.627,0.984,0.0795,4.42095,Negativo,Alta,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
238,Shawn Mendes,Illuminate (Deluxe),Mercy,82,False,0.555,0.662,0.356,3.4788833333,Negativo,Media,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
239,T. Power,Diary of a Digital Soundboy,Mercy,19,False,0.506,0.951,0.277,4.7457666667,Negativo,Media,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch,True
240,Jack Harlow,"#Multiverse, If the Multiverse Is Real",Dua Lipa,0,True,0.833,0.652,0.405,2.2508833333,Neutro,Alta,2018,Best New Artist,Dua Lipa,,True
241,Barrington Levy,Poor Man Style,Don't Give Up,17,False,0.83,0.467,0.837,3.3073333333,Positivo,Alta,1981,"Best Soul Gospel Performance, Contemporary",Don't Give Up,Andrae Crouch,True
242,Foreign Fields,The Beauty of Survival,Don't Give Up,53,False,0.757,0.388,0.74,3.8901833333,Positivo,Alta,1981,"Best Soul Gospel Performance, Contemporary",Don't Give Up,Andrae Crouch,True
243,Groove Armada,Edge of the Horizon,Don't Give Up,13,False,0.661,0.895,0.797,3.8222166667,Positivo,Alta,1981,"Best Soul Gospel Performance, Contemporary",Don't Give Up,Andrae Crouch,True
244,Chicane;Bryan Adams,Twenty,Don't Give Up,49,False,0.644,0.72,0.53,3.5131,Neutro,Alta,1981,"Best Soul Gospel Performance, Contemporary",Don't Give Up,Andrae Crouch,True
245,Mini Pop Kids,Mini Pop Kids 12,Fireball,16,False,0.83,0.629,0.694,3.93495,Positivo,Alta,1983,Best Country Instrumental Performance,Fireball,The New South,True
246,Black Coffee,Africa Rising Vol.2,Superman,0,False,0.829,0.689,0.734,7.2271,Positivo,Alta,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
247,Eminem;Dina Rae,The Eminem Show,Superman,86,True,0.802,0.755,0.58,5.8386666667,Neutro,Alta,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
248,Robert Hood,Superman / Range,Superman,5,False,0.732,0.979,0.557,7.40755,Neutro,Alta,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
249,Black Coffee;Bucie,Africa Rising,Superman,28,False,0.631,0.846,0.609,6.7093333333,Positivo,Alta,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
250,Fruto Sagrado,Distorção,Superman,37,False,0.621,0.768,0.285,4.6347,Negativo,Alta,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
251,Coone;Jelle van Dael,Trip To Tomorrow,Superman,50,False,0.524,0.885,0.186,3.7066666667,Negativo,Media,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
252,Joe Brooks,Constellation Me,Superman,53,False,0.464,0.653,0.416,3.4448833333,Neutro,Media,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
253,Armin van Buuren;Blasterjaxx;24h,"Feel Again, Pt. 2",Superman,0,False,0.403,0.884,0.436,3.4041666667,Neutro,Media,1979,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Superman,,True
254,Juls;Miraa May;Donae'o,Blessed,Blessed,54,True,0.829,0.433,0.679,3.13845,Positivo,Alta,2006,Best Traditional World Music Album,Blessed,Soweto Gospel Choir,True
255,Seinabo Sey,LUGNA LÅTAR,Blessed,1,False,0.483,0.404,0.311,3.1934,Negativo,Media,2006,Best Traditional World Music Album,Blessed,Soweto Gospel Choir,True
256,The Green,Ways & Means,Love Is Strong,32,False,0.827,0.559,0.751,3.6237666667,Positivo,Alta,1994,"Best Music Video, Short Form",Love Is Strong,The Rolling Stones,True
257,Xamã;Bagua Records;Rio Santana,O Iluminado,Matrix,44,True,0.827,0.568,0.588,3.09565,Neutro,Alta,2003,Best Jazz Instrumental Solo,Matrix,,True
258,Zhoobin Askarieh;Ali Sasha,Liberation,Matrix,0,False,0.35,0.831,0.33,6.3922333333,Negativo,Baja,2003,Best Jazz Instrumental Solo,Matrix,,True
259,Diljit Dosanjh,MoonChild Era,Lover,71,False,0.827,0.587,0.774,3.1666666667,Positivo,Alta,2019,Song Of The Year,Lover,,True
260,Diljit Dosanjh,MoonChild Era,Lover,71,False,0.827,0.587,0.774,3.1666666667,Positivo,Alta,2019,Best Pop Vocal Album,Lover,Taylor Swift,True
261,Young Cister,Lover,Lover,40,False,0.763,0.533,0.597,2.5093833333,Neutro,Alta,2019,Song Of The Year,Lover,,True
262,Young Cister,Lover,Lover,40,False,0.763,0.533,0.597,2.5093833333,Neutro,Alta,2019,Best Pop Vocal Album,Lover,Taylor Swift,True
263,Luke Vibert,Luke Vibert presents Rave Hop,Lover,10,False,0.67,0.926,0.659,4.2314666667,Positivo,Alta,2019,Song Of The Year,Lover,,True
264,Luke Vibert,Luke Vibert presents Rave Hop,Lover,10,False,0.67,0.926,0.659,4.2314666667,Positivo,Alta,2019,Best Pop Vocal Album,Lover,Taylor Swift,True
265,Otto Knows;Dice Of Nights;Alex Aris,Lover,Lover,54,False,0.659,0.873,0.271,3.593,Negativo,Alta,2019,Song Of The Year,Lover,,True
266,Otto Knows;Dice Of Nights;Alex Aris,Lover,Lover,54,False,0.659,0.873,0.271,3.593,Negativo,Alta,2019,Best Pop Vocal Album,Lover,Taylor Swift,True
267,Taylor Swift,Lover,Lover,85,False,0.359,0.543,0.453,3.6884333333,Neutro,Baja,2019,Song Of The Year,Lover,,True
268,Taylor Swift,Lover,Lover,85,False,0.359,0.543,0.453,3.6884333333,Neutro,Baja,2019,Best Pop Vocal Album,Lover,Taylor Swift,True
269,Larry Gaaga;Duncan Mighty;Victor AD,Africa Rising Vol.4,Love Song,0,False,0.826,0.517,0.694,3.9333333333,Positivo,Alta,1974,"Best Country Vocal Performance, Female",Love Song,Anne Murray,True
270,Khalil Fong,未來,Love Song,48,False,0.627,0.408,0.337,4.4882166667,Negativo,Alta,1974,"Best Country Vocal Performance, Female",Love Song,Anne Murray,True
271,Sara Bareilles,Little Voice,Love Song,73,False,0.583,0.786,0.573,4.3137666667,Neutro,Media,1974,"Best Country Vocal Performance, Female",Love Song,Anne Murray,True
272,one sonic society;Elle Limebear,Love Song,Love Song,43,False,0.487,0.568,0.291,3.5782166667,Negativo,Media,1974,"Best Country Vocal Performance, Female",Love Song,Anne Murray,True
273,SKÁLD,Happy Haunted Halloween Tunes,Seven Nation Army,1,False,0.826,0.532,0.299,4.0444333333,Negativo,Alta,2003,Best Rock Song,Seven Nation Army,,True
274,Gaullin;Julian Perretta,Seven Nation Army,Seven Nation Army,68,False,0.822,0.89,0.218,2.8943,Negativo,Alta,2003,Best Rock Song,Seven Nation Army,,True
275,The White Stripes,Elephant,Seven Nation Army,84,False,0.743,0.446,0.278,3.8684333333,Negativo,Alta,2003,Best Rock Song,Seven Nation Army,,True
276,Chris Lorenzo;Chris Lake,The Calling,The Calling,27,False,0.825,0.459,0.323,3.9365,Negativo,Alta,2001,Best Jazz Vocal Album,The Calling,Dianne Reeves,True
